# tau [ps];  F2NO4S2 [ps*S/m];  F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2 [ps*S/m];  C4H10O2-var [ps^2*S^2/m^2];  Li [ps*S/m];  Li-var [ps^2*S^2/m^2];  F2NO4S2/F2NO4S2 [ps*S/m];  F2NO4S2/F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2/C4H10O2 [ps*S/m];  C4H10O2/C4H10O2-var [ps^2*S^2/m^2];  Li/Li [ps*S/m];  Li/Li-var [ps^2*S^2/m^2];  F2NO4S2/C4H10O2 [ps*S/m];  F2NO4S2/C4H10O2-var [ps^2*S^2/m^2];  F2NO4S2/Li [ps*S/m];  F2NO4S2/Li-var [ps^2*S^2/m^2];  C4H10O2/Li [ps*S/m];  C4H10O2/Li-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
22080.000000;  12104.263573;  409.938213;  1682.695969;  0.398021;  35826.675573;  1530.818301;  1254.166118;  21407.250109;  -1224.382136;  23.943083;  -3420.003952;  254022.591987;  -4946.921274;  3269.024830;  -23840.615023;  150832.766247;  4582.660093;  5398.063654;  22018.538942;  112038.982287
22110.000000;  12120.817654;  411.439249;  1684.963937;  0.398899;  35877.023218;  1534.452630;  1256.277856;  21456.934942;  -1226.001887;  24.007734;  -3407.135215;  255409.281200;  -4953.875151;  3277.539477;  -23884.666364;  151304.652640;  4591.153474;  5415.739559;  22058.557522;  112547.921963
22140.000000;  12137.329980;  412.918774;  1687.233853;  0.399722;  35927.343243;  1538.161026;  1257.729642;  21498.842681;  -1227.647288;  24.064013;  -3392.490614;  256845.429497;  -4960.570945;  3284.874904;  -23927.924774;  151805.830947;  4599.516286;  5434.505179;  22100.519383;  113070.382213
22170.000000;  12153.835954;  414.448139;  1689.509244;  0.400700;  35977.841870;  1541.585739;  1258.957138;  21543.117494;  -1229.306030;  24.123863;  -3378.361509;  258250.003351;  -4967.181570;  3292.695414;  -23970.834084;  152324.695381;  4607.813059;  5453.776233;  22142.274072;  113625.493760
22200.000000;  12170.376959;  416.025846;  1691.787836;  0.401637;  36028.253049;  1545.325354;  1260.363037;  21594.209963;  -1230.959420;  24.190685;  -3363.774461;  259639.603137;  -4973.878011;  3301.456037;  -24015.877481;  152873.859258;  4616.500483;  5474.186656;  22182.791990;  114104.562717
22230.000000;  12186.802533;  417.525822;  1694.066297;  0.402691;  36078.906779;  1548.815387;  1262.407260;  21652.057279;  -1232.595762;  24.265059;  -3348.159604;  261147.374795;  -4980.762469;  3311.112187;  -24060.399859;  153460.015437;  4625.103055;  5495.965415;  22225.368229;  114659.149121
22260.000000;  12203.233556;  419.156388;  1696.347573;  0.403803;  36129.892125;  1552.044620;  1264.950079;  21718.176549;  -1234.217978;  24.349803;  -3331.359259;  262648.495766;  -4987.831617;  3322.000409;  -24105.312032;  154061.948787;  4633.788185;  5518.284802;  22269.490633;  115195.137913
22290.000000;  12219.766910;  420.711545;  1698.629716;  0.404850;  36180.794541;  1555.647737;  1268.088256;  21791.434643;  -1235.817322;  24.443022;  -3313.872818;  264133.561755;  -4995.158135;  3333.910296;  -24151.211150;  154695.054240;  4642.657318;  5541.559476;  22313.877317;  115749.502544
22320.000000;  12236.371641;  422.247951;  1700.912662;  0.405949;  36231.817743;  1559.676115;  1271.674687;  21860.955673;  -1237.400538;  24.533357;  -3295.204189;  265619.488248;  -5002.672143;  3345.388365;  -24196.759396;  155342.905627;  4651.472768;  5565.270027;  22360.213234;  116340.157379
22350.000000;  12252.952192;  423.773102;  1703.194419;  0.407009;  36282.883724;  1563.374832;  1275.418945;  21930.322268;  -1238.978910;  24.622100;  -3278.255841;  267074.973507;  -5010.230692;  3356.803440;  -24241.265317;  156025.281584;  4660.085845;  5590.168909;  22405.804366;  116915.471869
22380.000000;  12269.601504;  425.394618;  1705.477105;  0.408021;  36333.744244;  1567.313602;  1278.778187;  21997.026549;  -1240.567817;  24.709647;  -3262.067705;  268552.173080;  -5017.678983;  3367.979369;  -24286.981019;  156734.447357;  4668.911288;  5615.984252;  22449.216803;  117505.533377
22410.000000;  12286.292765;  427.037046;  1707.762676;  0.409075;  36384.634350;  1570.461095;  1282.685609;  22067.392731;  -1242.140595;  24.800936;  -3245.899744;  270081.595045;  -5025.339153;  3379.601729;  -24332.027285;  157450.681321;  4677.615159;  5642.179568;  22493.583781;  118082.498115
22440.000000;  12302.875292;  428.670319;  1710.050557;  0.410156;  36435.708201;  1573.866490;  1286.505061;  22136.345528;  -1243.723010;  24.890938;  -3230.760194;  271614.436446;  -5032.923321;  3391.052934;  -24375.905310;  158210.053017;  4686.100217;  5669.903337;  22537.927494;  118635.215148
22470.000000;  12319.464090;  430.261655;  1712.338016;  0.411261;  36486.790119;  1577.490492;  1289.062213;  22201.055038;  -1245.348472;  24.976912;  -3216.107391;  273146.056087;  -5040.040076;  3401.840637;  -24416.952817;  158942.940094;  4694.067237;  5696.755625;  22583.272919;  119176.374736
22500.000000;  12336.047778;  431.920901;  1714.624685;  0.412232;  36538.076346;  1580.925913;  1291.103723;  22265.613974;  -1246.989563;  25.060627;  -3200.825410;  274638.262475;  -5046.971775;  3412.414143;  -24459.085925;  159661.587972;  4702.237966;  5723.181368;  22628.217825;  119642.400637
22530.000000;  12352.651577;  433.577192;  1716.915351;  0.413356;  36589.331888;  1584.322686;  1293.340295;  22322.262231;  -1248.627540;  25.134137;  -3185.730058;  276172.827920;  -5053.981730;  3421.975383;  -24501.233843;  160388.746797;  4710.409707;  5749.904186;  22673.075648;  120139.867771
22560.000000;  12369.233035;  435.190891;  1719.206929;  0.414499;  36640.615553;  1587.176856;  1295.115352;  22379.137079;  -1250.282446;  25.208538;  -3170.327790;  277780.350676;  -5060.815582;  3431.508462;  -24543.315103;  161145.060392;  4718.571925;  5777.738026;  22718.001872;  120661.241650
22590.000000;  12385.799945;  436.777372;  1721.496851;  0.415724;  36691.864036;  1589.526803;  1297.520382;  22436.736485;  -1251.914958;  25.284151;  -3154.907928;  279351.175806;  -5067.875407;  3441.261516;  -24585.994627;  161905.406625;  4726.842719;  5805.557276;  22762.831015;  121232.113028
22620.000000;  12402.385672;  438.437430;  1723.788517;  0.416777;  36743.096698;  1591.377457;  1299.012918;  22494.359828;  -1253.579679;  25.359682;  -3141.935508;  280903.148847;  -5074.605371;  3450.949392;  -24627.360418;  162630.246841;  4734.855749;  5832.222107;  22805.658576;  121747.499251
22650.000000;  12419.027049;  440.175006;  1726.081267;  0.417667;  36794.564250;  1593.524660;  1300.345780;  22555.131042;  -1255.248766;  25.440494;  -3129.026102;  282460.980742;  -5081.298368;  3461.200148;  -24668.942891;  163359.162104;  4742.909480;  5859.047797;  22848.411700;  122279.448309
22680.000000;  12435.676319;  441.875639;  1728.372146;  0.418586;  36845.994711;  1596.288573;  1301.841874;  22619.698655;  -1256.909619;  25.524643;  -3115.131838;  284033.812405;  -5088.057391;  3471.898986;  -24711.517750;  164131.764695;  4751.150868;  5887.397079;  22891.419319;  122797.068320
22710.000000;  12452.298265;  443.586252;  1730.664180;  0.419581;  36897.276686;  1598.917859;  1303.647656;  22682.363282;  -1258.561456;  25.606759;  -3101.385522;  285627.058717;  -5094.923726;  3482.425440;  -24755.306683;  164840.548504;  4759.610574;  5913.613814;  22933.319974;  123309.550829
22740.000000;  12469.006601;  445.276754;  1732.956942;  0.420618;  36948.425112;  1601.739847;  1305.026556;  22743.546361;  -1260.224876;  25.688793;  -3087.528149;  287192.047357;  -5101.668449;  3492.802939;  -24799.646877;  165563.746090;  4768.170278;  5940.296871;  22974.517138;  123807.543592
22770.000000;  12485.643267;  446.978847;  1735.248502;  0.421573;  36999.619894;  1604.344869;  1306.214273;  22798.894286;  -1261.895647;  25.764000;  -3073.567391;  288749.847936;  -5108.318331;  3502.337018;  -24844.164622;  166352.612801;  4776.763401;  5969.201831;  23015.543347;  124308.063797
22800.000000;  12502.242906;  448.681583;  1737.541671;  0.422519;  37050.732039;  1606.743803;  1307.021981;  22848.982052;  -1263.582224;  25.830480;  -3058.197128;  290272.946433;  -5114.814194;  3511.023455;  -24888.046393;  167097.098091;  4785.251220;  5996.466832;  23058.149877;  124836.775141
22830.000000;  12518.883163;  450.424737;  1739.833972;  0.423345;  37101.972048;  1609.053962;  1307.949319;  22901.404157;  -1265.261746;  25.901799;  -3041.877331;  291898.328072;  -5121.373137;  3520.125573;  -24933.180785;  167928.242568;  4793.974984;  6026.735760;  23100.920487;  125416.866700
22860.000000;  12535.430709;  452.203497;  1742.123798;  0.424274;  37153.039839;  1611.513283;  1308.665198;  22958.365196;  -1266.949557;  25.978851;  -3026.073763;  293515.748380;  -5127.817625;  3529.798682;  -24977.302812;  168738.121631;  4802.509467;  6056.267760;  23143.625254;  125983.311910
22890.000000;  12552.009668;  453.918235;  1744.412397;  0.425241;  37203.913896;  1613.859017;  1309.273051;  23012.077988;  -1268.638861;  26.049007;  -3011.364297;  295105.173732;  -5134.233329;  3538.912340;  -25021.181641;  169545.098184;  4810.989801;  6085.708646;  23185.180685;  126511.743787
22920.000000;  12568.593429;  455.580273;  1746.699933;  0.426237;  37254.652445;  1615.811740;  1309.998625;  23062.146559;  -1270.323115;  26.113393;  -2996.916634;  296641.652451;  -5140.693275;  3547.571625;  -25064.986570;  170343.308322;  4819.453635;  6114.751344;  23226.478473;  127029.824257
22950.000000;  12585.229718;  457.161870;  1748.987417;  0.427309;  37305.413127;  1618.225778;  1310.504375;  23125.705629;  -1272.013035;  26.192574;  -2981.904449;  298184.794353;  -5147.091301;  3557.916171;  -25108.501290;  171195.022732;  4827.869271;  6145.807449;  23268.493834;  127468.396569
22980.000000;  12601.855884;  458.724387;  1751.274323;  0.428519;  37356.133156;  1620.032268;  1310.774985;  23186.955100;  -1273.710589;  26.269592;  -2965.451203;  299715.980675;  -5153.399455;  3567.939964;  -25151.825466;  171996.965494;  4836.261109;  6175.083942;  23311.912744;  127925.357618
23010.000000;  12618.511470;  460.239814;  1753.562622;  0.429733;  37406.755939;  1621.949142;  1311.048002;  23245.890551;  -1275.408433;  26.343708;  -2948.240357;  301241.508797;  -5159.719410;  3577.604567;  -25195.210252;  172810.997629;  4844.669067;  6204.812413;  23355.968648;  128366.725136
23040.000000;  12635.261757;  461.723252;  1755.856587;  0.430915;  37457.638451;  1623.709397;  1311.617527;  23303.842012;  -1277.099791;  26.416358;  -2932.026230;  302708.396120;  -5166.177386;  3587.165867;  -25237.520443;  173645.986580;  4852.876060;  6235.166032;  23400.426531;  128800.571509
23070.000000;  12652.049811;  463.235974;  1758.151702;  0.432040;  37508.572328;  1625.517539;  1311.485580;  23362.530913;  -1278.814839;  26.489045;  -2915.900010;  304162.523322;  -5172.390717;  3596.820091;  -25278.940918;  174489.826767;  4860.921099;  6265.825979;  23445.134034;  129230.304667
23100.000000;  12668.894102;  464.727005;  1760.445141;  0.433100;  37559.282697;  1627.539597;  1310.586992;  23397.879678;  -1280.550758;  26.536471;  -2899.483612;  305616.177210;  -5178.350877;  3603.240300;  -25321.656489;  175271.809388;  4869.201987;  6294.329391;  23488.369182;  129683.608085
23130.000000;  12685.703017;  466.194625;  1762.736352;  0.434125;  37610.403029;  1628.892784;  1309.602546;  23427.304529;  -1282.288930;  26.574536;  -2882.839556;  307133.983385;  -5184.264292;  3608.785033;  -25363.677319;  176011.830462;  4877.361562;  6321.530081;  23532.736409;  130148.043624
23160.000000;  12702.480249;  467.698648;  1765.026140;  0.435119;  37661.528604;  1630.756614;  1309.457742;  23467.026284;  -1283.998604;  26.625427;  -2865.568321;  308727.803812;  -5190.473470;  3615.704303;  -25406.249606;  176836.440111;  4885.626233;  6351.655397;  23577.828968;  130659.273930
23190.000000;  12719.243960;  469.201713;  1767.318410;  0.435957;  37712.815376;  1632.508941;  1309.787370;  23507.735608;  -1285.696530;  26.676121;  -2848.401947;  310319.583552;  -5196.844708;  3622.758155;  -25447.413286;  177666.834357;  4893.635380;  6382.104772;  23624.444025;  131112.822661
23220.000000;  12736.070209;  470.746452;  1769.610465;  0.436868;  37764.119117;  1633.821125;  1310.702949;  23556.973604;  -1287.373908;  26.732469;  -2831.983005;  311816.425877;  -5203.445739;  3630.791975;  -25487.054945;  178462.474678;  4901.362310;  6411.254392;  23672.007452;  131525.088338
23250.000000;  12752.859624;  472.225610;  1771.905482;  0.437690;  37815.673121;  1635.542778;  1310.981398;  23605.042930;  -1289.076934;  26.789825;  -2816.982776;  313322.823724;  -5209.799562;  3638.740884;  -25526.108441;  179220.946073;  4908.973330;  6439.062337;  23718.425244;  131973.343500
23280.000000;  12769.672597;  473.610630;  1774.201879;  0.438519;  37867.323503;  1637.381349;  1311.716733;  23652.965228;  -1290.766353;  26.845912;  -2802.132220;  314821.202618;  -5216.323158;  3646.560306;  -25563.912100;  179929.327898;  4916.356829;  6465.096429;  23766.137710;  132449.627741
23310.000000;  12786.451547;  474.988882;  1776.497826;  0.439382;  37918.987220;  1639.001953;  1312.852725;  23703.571740;  -1292.441451;  26.902730;  -2787.895450;  316365.008397;  -5222.989761;  3654.613364;  -25604.241693;  180609.533512;  4924.194677;  6490.242655;  23811.415640;  132934.089176
23340.000000;  12803.191013;  476.409324;  1778.786968;  0.440348;  37970.783106;  1640.863572;  1313.368100;  23749.406628;  -1294.132273;  26.954766;  -2772.178420;  318097.006623;  -5229.412309;  3662.043439;  -25643.495126;  181248.556572;  4931.849440;  6514.130331;  23858.760500;  133524.530537
23370.000000;  12819.995134;  477.791320;  1781.079800;  0.441324;  38022.704164;  1642.976274;  1314.275949;  23808.340524;  -1295.810972;  27.023376;  -2755.913283;  319827.749968;  -5236.004879;  3671.306273;  -25683.755154;  181950.651764;  4939.692318;  6540.232093;  23906.263077;  134068.844542
23400.000000;  12836.822471;  479.254044;  1783.368798;  0.442354;  38074.472540;  1644.945884;  1315.828713;  23866.540472;  -1297.463953;  27.092464;  -2740.491298;  321533.272946;  -5242.839376;  3680.693797;  -25723.785842;  182674.866651;  4947.485824;  6567.067333;  23953.397876;  134614.713853
23430.000000;  12853.614459;  480.723868;  1785.661991;  0.443301;  38126.415193;  1647.031359;  1317.501348;  23925.934935;  -1299.117926;  27.162306;  -2724.434533;  323276.646821;  -5249.706795;  3690.338538;  -25764.386703;  183370.360088;  4955.389192;  6593.000560;  24000.936225;  135145.506993
23460.000000;  12870.452777;  482.160374;  1787.957174;  0.444216;  38178.535461;  1649.177950;  1318.534477;  23983.984837;  -1300.793952;  27.232745;  -2709.885688;  324998.351265;  -5256.356123;  3700.002836;  -25804.336452;  184080.573893;  4963.163960;  6619.373476;  24047.271633;  135686.180809
23490.000000;  12887.306677;  483.629427;  1790.251195;  0.444983;  38230.678484;  1651.464917;  1319.105103;  24043.680809;  -1302.483771;  27.306946;  -2695.240826;  326727.351849;  -5262.841931;  3709.994097;  -25844.001715;  184827.578104;  4970.887952;  6647.046758;  24093.661169;  136195.586230
23520.000000;  12904.128898;  485.024748;  1792.545995;  0.445708;  38282.960601;  1653.264196;  1318.428876;  24100.207728;  -1304.216732;  27.374710;  -2680.268872;  328515.490677;  -5268.862241;  3719.455276;  -25883.447419;  185572.764817;  4978.575652;  6674.606340;  24139.844759;  136786.903794
23550.000000;  12920.910376;  486.496959;  1794.842120;  0.446594;  38335.246584;  1656.123617;  1317.906806;  24159.877785;  -1305.946321;  27.446414;  -2663.937493;  330230.469388;  -5274.928897;  3729.592408;  -25924.219988;  186333.442707;  4986.514998;  6702.673051;  24186.388185;  137320.476001
23580.000000;  12937.590366;  487.895865;  1797.139216;  0.447562;  38387.673198;  1658.986925;  1317.542542;  24232.859255;  -1307.674459;  27.529666;  -2647.676147;  331981.329729;  -5281.019107;  3741.332150;  -25965.790844;  187042.420514;  4994.599949;  6729.006837;  24232.384713;  137856.779922
23610.000000;  12954.217715;  489.362528;  1799.435740;  0.448554;  38439.919486;  1661.647917;  1317.656643;  24303.793159;  -1309.387322;  27.610736;  -2630.807791;  333728.570315;  -5287.267560;  3752.803293;  -26008.273637;  187767.318993;  5002.853907;  6755.970239;  24278.347181;  138349.898605
23640.000000;  12970.809745;  490.753916;  1801.735000;  0.449495;  38492.255476;  1664.806672;  1317.948025;  24373.233237;  -1311.097210;  27.690028;  -2614.510697;  335415.030823;  -5293.573270;  3764.023798;  -26052.221999;  188488.745365;  5011.370454;  6782.772433;  24322.715522;  138800.711868
23670.000000;  12987.370177;  492.129132;  1804.033578;  0.450529;  38544.704060;  1668.003324;  1318.384091;  24442.903154;  -1312.802267;  27.770998;  -2598.539711;  337175.606652;  -5299.922391;  3775.280921;  -26096.768490;  189210.642747;  5019.994036;  6809.686884;  24366.453084;  139278.924347
23700.000000;  13004.002325;  493.554594;  1806.333242;  0.451401;  38597.030516;  1671.165641;  1319.639597;  24521.687586;  -1314.478060;  27.859396;  -2583.186218;  338864.653750;  -5306.600523;  3787.762759;  -26142.645736;  189825.058398;  5028.853714;  6832.798798;  24408.948858;  139731.848439
23730.000000;  13020.743246;  494.908618;  1808.633433;  0.452346;  38649.472073;  1674.750396;  1320.658971;  24605.469190;  -1316.159062;  27.952322;  -2568.841664;  340572.362454;  -5313.229816;  3800.835429;  -26187.862390;  190444.934153;  5037.586444;  6856.093019;  24451.001235;  140206.257403
23760.000000;  13037.525057;  496.332244;  1810.931156;  0.453240;  38701.881177;  1677.690269;  1321.987355;  24700.938709;  -1317.824098;  28.059744;  -2556.077357;  342225.735701;  -5319.997105;  3815.656860;  -26235.881726;  191075.075403;  5046.815986;  6879.780974;  24489.360444;  140604.352984
23790.000000;  13054.239443;  497.764646;  1813.229954;  0.454113;  38754.370572;  1680.702653;  1322.830676;  24793.372921;  -1319.509343;  28.163113;  -2544.066742;  343994.540063;  -5326.558764;  3830.067313;  -26282.648508;  191739.188086;  5055.812718;  6904.729831;  24527.700006;  141048.960898
23820.000000;  13071.004233;  499.319640;  1815.528830;  0.455018;  38806.899870;  1683.636070;  1323.141014;  24889.790094;  -1321.210630;  28.271745;  -2531.655897;  345736.801052;  -5332.944843;  3845.014281;  -26329.363187;  192360.213570;  5064.803385;  6928.254826;  24566.202776;  141444.210723
23850.000000;  13087.765770;  500.820697;  1817.827695;  0.455920;  38859.331886;  1686.372194;  1323.740940;  24997.304948;  -1322.903392;  28.393103;  -2520.547569;  347434.669575;  -5339.429920;  3861.428091;  -26374.768616;  192964.701966;  5073.545324;  6951.111893;  24604.562118;  141835.898609
23880.000000;  13104.496718;  502.396737;  1820.123761;  0.456721;  38911.586651;  1689.198827;  1324.209217;  25105.622392;  -1324.598783;  28.513385;  -2508.746744;  349184.988917;  -5345.855600;  3877.904436;  -26420.060806;  193618.059630;  5082.270669;  6975.787875;  24643.425085;  142205.880835
23910.000000;  13121.305446;  504.013849;  1822.419303;  0.457277;  38964.120922;  1692.171462;  1323.314667;  25200.634636;  -1326.337217;  28.616358;  -2498.541285;  350897.010498;  -5351.808124;  3892.390341;  -26463.764758;  194229.356876;  5090.697241;  6999.089101;  24681.406196;  142507.359765
23940.000000;  13138.094179;  505.569838;  1824.717767;  0.457917;  39016.665945;  1694.768756;  1322.667308;  25284.582943;  -1328.070129;  28.705474;  -2487.726311;  352518.326230;  -5357.848347;  3905.263175;  -26508.796247;  194797.181553;  5099.369836;  7020.789140;  24719.074001;  142773.037957
23970.000000;  13154.782179;  506.920063;  1827.017350;  0.458596;  39069.257442;  1697.454936;  1321.936722;  25362.681125;  -1329.809698;  28.783938;  -2476.808910;  354194.252236;  -5363.824652;  3917.052026;  -26554.587266;  195353.850797;  5108.181598;  7042.114902;  24756.144764;  143081.623651
24000.000000;  13171.454946;  508.273796;  1829.315098;  0.459295;  39121.854459;  1700.394925;  1322.186808;  25459.339416;  -1331.514870;  28.884709;  -2465.855947;  355862.809428;  -5370.155582;  3931.513005;  -26601.351782;  195964.050272;  5117.170573;  7065.264646;  24793.103703;  143396.115096
24030.000000;  13188.148981;  509.716306;  1831.611716;  0.459758;  39174.452493;  1702.663484;  1322.322842;  25562.423376;  -1333.222382;  28.992301;  -2453.029395;  357687.148540;  -5376.450411;  3946.882153;  -26647.500168;  196599.254815;  5126.062084;  7089.292366;  24832.395761;  143845.760404
24060.000000;  13204.888630;  511.131099;  1833.908342;  0.459958;  39227.138652;  1705.468818;  1322.476580;  25655.742444;  -1334.927502;  29.089911;  -2439.322376;  359475.781187;  -5382.769861;  3960.900941;  -26694.065049;  197248.167368;  5135.036764;  7113.803145;  24872.364179;  144269.531173
24090.000000;  13221.703754;  512.517566;  1836.206034;  0.459933;  39279.654290;  1707.794778;  1322.125846;  25753.278891;  -1336.647480;  29.192967;  -2424.173153;  361303.381787;  -5388.935362;  3975.591847;  -26741.136347;  197958.498233;  5144.113299;  7140.409583;  24912.910882;  144746.084651
24120.000000;  13238.520758;  513.898002;  1838.500711;  0.460108;  39332.289107;  1710.871085;  1321.912519;  25851.771948;  -1338.359832;  29.296363;  -2409.141780;  363127.651309;  -5395.151542;  3990.255863;  -26788.223038;  198656.709486;  5153.192641;  7166.503452;  24953.539544;  145274.798766
24150.000000;  13255.253794;  515.231944;  1840.793632;  0.460381;  39384.846214;  1713.832013;  1321.879046;  25948.049107;  -1340.067988;  29.395500;  -2393.360340;  364948.151952;  -5401.398521;  4004.424393;  -26834.262671;  199350.897027;  5162.086918;  7192.359050;  24995.770082;  145876.116424
24180.000000;  13272.109913;  516.573208;  1843.086445;  0.460739;  39437.289235;  1717.312288;  1321.145038;  26038.047499;  -1341.796485;  29.484317;  -2378.625617;  366815.160139;  -5407.428131;  4017.549734;  -26878.359281;  200077.755276;  5170.619151;  7219.418572;  25038.040269;  146492.722937
24210.000000;  13289.044358;  517.906239;  1845.378953;  0.461000;  39489.752933;  1720.455334;  1320.064955;  26114.990097;  -1343.533453;  29.560096;  -2363.073831;  368754.487163;  -5413.360722;  4028.810479;  -26922.530421;  200789.419153;  5179.171404;  7246.086115;  25080.914177;  147125.887883
24240.000000;  13305.913941;  519.128758;  1847.670443;  0.461313;  39542.268250;  1723.732396;  1319.322729;  26198.137948;  -1345.260033;  29.641213;  -2346.648608;  370731.014581;  -5419.394410;  4040.876242;  -26967.188917;  201489.906210;  5187.819367;  7272.273736;  25124.502762;  147822.856793
24270.000000;  13322.792143;  520.387650;  1849.959227;  0.461731;  39594.390657;  1727.495713;  1319.303346;  26295.934496;  -1346.959424;  29.739638;  -2330.599807;  372651.896539;  -5425.695810;  4055.236820;  -27012.334358;  202132.060927;  5196.549865;  7296.361707;  25167.405840;  148524.385869
24300.000000;  13339.719315;  521.648053;  1852.245768;  0.462114;  39646.765029;  1730.760714;  1319.336414;  26391.558956;  -1348.653720;  29.836194;  -2315.627825;  374649.820976;  -5432.031397;  4069.138607;  -27056.788469;  202840.650101;  5205.148364;  7322.859224;  25210.113479;  149216.665889
24330.000000;  13356.652976;  522.952785;  1854.528598;  0.462492;  39698.952901;  1734.161026;  1320.037213;  26490.899987;  -1350.320756;  29.940494;  -2299.302392;  376584.248870;  -5438.619001;  4083.776168;  -27103.050974;  203580.722247;  5214.084491;  7350.382677;  25252.963055;  149871.835775
24360.000000;  13373.595338;  524.158884;  1856.814065;  0.462898;  39751.147548;  1737.741962;  1320.750315;  26586.383339;  -1351.989557;  30.036428;  -2281.747369;  378566.310007;  -5445.215125;  4097.618741;  -27149.542752;  204359.299856;  5223.071838;  7379.280704;  25296.884301;  150539.513420
24390.000000;  13390.565121;  525.343135;  1859.098694;  0.463283;  39803.291972;  1741.507454;  1321.677000;  26691.779515;  -1353.648730;  30.145435;  -2262.181550;  380558.297291;  -5451.903242;  4112.839598;  -27197.174605;  205200.120003;  5232.281508;  7410.299288;  25342.006165;  151247.130792
24420.000000;  13407.518298;  526.385890;  1861.380750;  0.463619;  39855.573985;  1745.305720;  1323.207503;  26802.255481;  -1355.285815;  30.262844;  -2241.344740;  382486.224578;  -5458.805358;  4128.757457;  -27244.959370;  206010.696095;  5241.529853;  7440.145806;  25388.815107;  151951.669886
24450.000000;  13424.464430;  527.570108;  1863.665932;  0.463915;  39907.697997;  1748.399169;  1325.119912;  26903.460901;  -1356.913516;  30.370925;  -2220.856737;  384424.461914;  -5465.844466;  4143.358170;  -27292.940803;  206784.382261;  5250.810018;  7468.707568;  25435.202766;  152674.788477
24480.000000;  13441.433886;  528.866225;  1865.950176;  0.464159;  39960.021101;  1750.930267;  1327.404292;  27009.470502;  -1358.526280;  30.482716;  -2198.931437;  386411.527043;  -5473.032315;  4158.633922;  -27342.236650;  207524.019089;  5260.341677;  7496.166937;  25482.424451;  153407.207957
24510.000000;  13458.397498;  530.138950;  1868.230707;  0.464258;  40012.205929;  1754.337202;  1329.242295;  27107.949214;  -1360.148619;  30.586579;  -2176.494368;  388382.372432;  -5480.064821;  4172.797114;  -27393.862045;  208287.389509;  5270.299530;  7524.461074;  25527.806104;  154085.189021
24540.000000;  13475.376277;  531.439378;  1870.510068;  0.464301;  40064.223061;  1757.835688;  1330.937829;  27210.144004;  -1361.773278;  30.697679;  -2154.879529;  390290.990780;  -5487.055082;  4187.615888;  -27446.526803;  209073.942843;  5280.438595;  7553.564901;  25571.251138;  154709.639859
24570.000000;  13492.302239;  532.670426;  1872.785225;  0.464372;  40116.151903;  1761.047309;  1333.604714;  27332.432864;  -1363.364417;  30.832030;  -2135.422121;  392267.860896;  -5494.373765;  4205.231224;  -27497.796609;  209854.750017;  5290.306817;  7582.453061;  25614.193986;  155405.647576
24600.000000;  13509.246344;  533.966916;  1875.065547;  0.464346;  40168.146689;  1764.508432;  1335.960242;  27452.928708;  -1364.970994;  30.966973;  -2116.985566;  394144.333281;  -5501.582710;  4222.910405;  -27548.244229;  210616.287880;  5300.018257;  7610.645314;  25656.653580;  156025.860415
24630.000000;  13526.207064;  535.195934;  1877.347527;  0.464206;  40220.428231;  1766.994929;  1338.182976;  27577.796361;  -1366.583448;  31.106694;  -2098.929234;  396064.183975;  -5508.747338;  4241.071101;  -27598.150007;  211376.593375;  5309.630515;  7638.753807;  25699.386286;  156728.619416
24660.000000;  13543.190271;  536.339744;  1879.630295;  0.464104;  40272.720074;  1768.636633;  1339.984584;  27696.259296;  -1368.209986;  31.239167;  -2083.372334;  397905.985676;  -5515.766557;  4258.244482;  -27647.917455;  212044.328587;  5319.198392;  7663.600210;  25739.457284;  157393.564866
24690.000000;  13560.150149;  537.491077;  1881.912666;  0.463960;  40325.193428;  1770.432722;  1341.424271;  27806.547815;  -1369.849284;  31.363248;  -2069.871358;  399804.619760;  -5522.643522;  4274.327446;  -27697.104109;  212706.087295;  5328.646241;  7688.363605;  25777.858482;  158067.828383
24720.000000;  13577.106059;  538.733590;  1884.195427;  0.463933;  40377.555248;  1772.552692;  1342.720112;  27902.442045;  -1371.494103;  31.468244;  -2057.038502;  401726.189983;  -5529.465455;  4288.282307;  -27745.950950;  213283.000852;  5338.026315;  7710.208228;  25815.654151;  158757.520353
24750.000000;  13594.157141;  540.064686;  1886.477124;  0.463910;  40429.717610;  1775.282944;  1344.507186;  27989.799430;  -1373.119529;  31.561112;  -2045.553650;  403571.438987;  -5536.494940;  4300.822194;  -27793.359574;  213779.683858;  5347.133084;  7729.180369;  25853.464452;  159420.671102
24780.000000;  13611.113796;  541.422903;  1888.760922;  0.464079;  40482.042695;  1778.335020;  1345.720837;  28067.058874;  -1374.770267;  31.643597;  -2033.935633;  405447.264160;  -5543.275314;  4311.951293;  -27839.112620;  214302.390350;  5355.941302;  7749.096959;  25892.485719;  160091.123508
24810.000000;  13627.951553;  542.710377;  1891.045728;  0.464246;  40534.239126;  1781.497009;  1346.616587;  28139.408243;  -1376.435681;  31.724377;  -2021.520012;  407335.190762;  -5549.901034;  4322.535258;  -27885.923507;  214783.151126;  5364.946915;  7767.514719;  25931.019675;  160813.970935
