# tau [ps];  F2NO4S2 [ps*S/m];  F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2 [ps*S/m];  C4H10O2-var [ps^2*S^2/m^2];  Li [ps*S/m];  Li-var [ps^2*S^2/m^2];  F2NO4S2/F2NO4S2 [ps*S/m];  F2NO4S2/F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2/C4H10O2 [ps*S/m];  C4H10O2/C4H10O2-var [ps^2*S^2/m^2];  Li/Li [ps*S/m];  Li/Li-var [ps^2*S^2/m^2];  F2NO4S2/C4H10O2 [ps*S/m];  F2NO4S2/C4H10O2-var [ps^2*S^2/m^2];  F2NO4S2/Li [ps*S/m];  F2NO4S2/Li-var [ps^2*S^2/m^2];  C4H10O2/Li [ps*S/m];  C4H10O2/Li-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
24840.000000;  13644.858436;  543.949484;  1893.326838;  0.464494;  40586.427116;  1784.952374;  1347.519025;  28206.671121;  -1378.095869;  31.799511;  -2011.033330;  409116.657945;  -5556.549118;  4332.409178;  -27931.391979;  215244.324970;  5373.693617;  7785.122180;  25968.754736;  161501.569551
24870.000000;  13661.782781;  545.239517;  1895.611918;  0.464905;  40638.586582;  1788.387227;  1347.901462;  28276.387675;  -1379.777537;  31.880934;  -1999.982359;  411006.781406;  -5563.009474;  4342.858821;  -27975.542988;  215727.262923;  5382.205062;  7803.558801;  26007.775448;  162253.873946
24900.000000;  13678.719392;  546.495196;  1897.893160;  0.465173;  40690.855490;  1791.755718;  1348.509860;  28361.676531;  -1381.448236;  31.980921;  -1989.651797;  412927.981759;  -5569.552412;  4355.448315;  -28018.660416;  216218.804576;  5390.523971;  7822.258686;  26047.189012;  163043.741412
24930.000000;  13695.720804;  547.579883;  1900.177103;  0.465463;  40743.172917;  1795.060168;  1349.193751;  28450.133494;  -1383.115960;  32.084316;  -1978.954780;  414831.093265;  -5576.152046;  4368.374616;  -28063.254705;  216694.069915;  5399.114451;  7840.358438;  26085.901535;  163851.309318
24960.000000;  13712.775325;  548.638239;  1902.458644;  0.465683;  40795.379722;  1799.260623;  1349.354088;  28537.493981;  -1384.797111;  32.187892;  -1969.045298;  416601.000608;  -5582.579160;  4381.342544;  -28107.448442;  217119.554054;  5407.625201;  7856.684868;  26123.722970;  164568.956678
24990.000000;  13729.810147;  549.739002;  1904.742198;  0.466042;  40847.508258;  1802.894319;  1349.130952;  28616.726556;  -1386.493851;  32.279385;  -1958.117464;  418417.181552;  -5588.858222;  4393.009181;  -28151.246227;  217541.188942;  5416.071271;  7872.824999;  26162.547062;  165353.865743
25020.000000;  13746.807897;  550.660907;  1907.026015;  0.466463;  40899.666959;  1806.855910;  1348.894742;  28695.729790;  -1388.193092;  32.369489;  -1946.765948;  420280.877802;  -5595.115818;  4404.623165;  -28194.205644;  217965.005655;  5424.368508;  7889.193893;  26202.483619;  166114.176338
25050.000000;  13763.819026;  551.500569;  1909.307843;  0.466822;  40951.632381;  1811.069023;  1347.369266;  28761.806281;  -1389.933661;  32.443988;  -1936.289243;  422130.207166;  -5600.903274;  4414.294777;  -28235.495584;  218395.827139;  5432.354125;  7905.705319;  26241.860877;  166903.543438
25080.000000;  13780.871309;  552.340642;  1911.589076;  0.467142;  41003.551430;  1815.845101;  1345.182438;  28822.231461;  -1391.694452;  32.511210;  -1926.745523;  424045.243059;  -5606.463558;  4423.061131;  -28276.325574;  218794.706068;  5440.248591;  7921.293815;  26280.213737;  167686.805809
25110.000000;  13797.995134;  553.218917;  1913.868531;  0.467505;  41055.691452;  1820.912243;  1343.940879;  28903.923090;  -1393.418712;  32.605107;  -1915.810515;  425952.563970;  -5612.399729;  4434.933834;  -28318.799437;  219292.433107;  5448.454233;  7940.309938;  26319.521837;  168418.986874
25140.000000;  13815.048168;  554.058853;  1916.151581;  0.467769;  41107.915040;  1826.286561;  1342.069190;  28987.322816;  -1395.170240;  32.704208;  -1905.269304;  427839.623348;  -5618.078281;  4446.963646;  -28360.526165;  219828.019633;  5456.521714;  7960.700955;  26358.661704;  169071.770437
25170.000000;  13832.191977;  554.920335;  1918.433157;  0.467887;  41160.054880;  1832.162493;  1339.180982;  29076.849936;  -1396.951658;  32.808639;  -1896.397279;  429651.569707;  -5623.416151;  4459.869755;  -28401.154806;  220311.531845;  5464.376107;  7979.216694;  26396.317208;  169711.404616
25200.000000;  13849.235817;  555.830590;  1920.714802;  0.467999;  41212.308474;  1837.601092;  1336.058583;  29172.045690;  -1398.744461;  32.918209;  -1887.794311;  431529.122886;  -5628.631047;  4473.403127;  -28441.386882;  220867.959192;  5472.157239;  8000.392119;  26433.918213;  170338.734990
25230.000000;  13866.216864;  556.728412;  1922.994608;  0.468189;  41264.602074;  1842.754735;  1334.149899;  29277.596951;  -1400.497605;  33.042809;  -1877.142750;  433509.234454;  -5634.263033;  4488.510945;  -28481.313179;  221426.202197;  5479.898954;  8021.614640;  26474.645833;  171059.218901
25260.000000;  13883.222939;  557.713544;  1925.278090;  0.468430;  41316.793099;  1848.272858;  1331.498883;  29379.839886;  -1402.278016;  33.163019;  -1864.767686;  435563.718120;  -5639.634718;  4503.113304;  -28521.338797;  221965.813713;  5487.671250;  8042.305593;  26516.445044;  171808.594212
25290.000000;  13900.095856;  558.594153;  1927.560227;  0.468807;  41368.924371;  1853.678735;  1328.575343;  29489.515301;  -1404.069615;  33.290254;  -1851.475951;  437630.796959;  -5644.863640;  4518.558018;  -28562.572755;  222481.436959;  5495.669740;  8062.102948;  26557.843577;  172618.676054
25320.000000;  13917.028984;  559.524103;  1929.840334;  0.469225;  41421.216990;  1859.158579;  1325.335372;  29592.144674;  -1405.868248;  33.410890;  -1839.350817;  439697.046493;  -5649.996207;  4533.063242;  -28602.969202;  223000.089331;  5503.508272;  8082.014628;  26598.745477;  173451.908376
25350.000000;  13933.919998;  560.440448;  1932.120877;  0.469700;  41473.505942;  1865.087605;  1321.948787;  29686.594747;  -1407.673585;  33.519079;  -1826.061390;  441769.298509;  -5655.059893;  4546.273363;  -28643.289618;  223476.682077;  5511.341962;  8100.306891;  26640.753080;  174420.573728
25380.000000;  13950.821885;  561.201588;  1934.402529;  0.470429;  41525.635888;  1871.175419;  1319.303270;  29787.773210;  -1409.455051;  33.635499;  -1814.122954;  443842.323626;  -5660.397808;  4560.465853;  -28683.857520;  223979.364690;  5519.208949;  8119.488188;  26681.539187;  175380.518994
25410.000000;  13967.690458;  562.020978;  1936.688774;  0.471113;  41577.938338;  1877.342603;  1317.435402;  29891.685665;  -1411.214791;  33.755256;  -1800.104347;  446040.395948;  -5666.015630;  4575.183605;  -28726.856584;  224567.953443;  5527.535122;  8141.791445;  26723.096742;  176365.391998
25440.000000;  13984.502235;  562.708726;  1938.971118;  0.471719;  41630.331671;  1883.736487;  1316.262939;  30005.525125;  -1412.949638;  33.886860;  -1785.720732;  448237.670586;  -5671.864986;  4591.267819;  -28769.713281;  225052.133563;  5535.838950;  8160.461896;  26765.658275;  177368.052698
25470.000000;  14001.270498;  563.264023;  1941.257187;  0.472368;  41682.630827;  1890.782401;  1315.256619;  30122.008145;  -1414.683761;  34.020154;  -1770.957033;  450394.117256;  -5677.761085;  4607.436607;  -28813.132790;  225548.696757;  5544.247257;  8179.510749;  26808.127720;  178354.744774
25500.000000;  14018.072305;  563.835767;  1943.540950;  0.472954;  41735.076890;  1898.326041;  1312.962825;  30229.693365;  -1416.456558;  34.145204;  -1757.072321;  452612.188605;  -5683.203859;  4622.438027;  -28857.168854;  226051.801459;  5552.761941;  8198.836235;  26848.513317;  179402.132534
25530.000000;  14034.940741;  564.395363;  1945.825962;  0.473409;  41787.464804;  1906.361851;  1310.096913;  30324.898787;  -1418.247442;  34.252341;  -1744.643840;  454815.742975;  -5688.462252;  4635.419652;  -28901.030147;  226532.999395;  5561.233158;  8217.424348;  26887.177895;  180421.797360
25560.000000;  14051.813295;  564.842987;  1948.109492;  0.473892;  41840.060988;  1914.033702;  1306.997613;  30406.537191;  -1420.044849;  34.341807;  -1732.531835;  457006.513612;  -5693.634932;  4646.437588;  -28944.273030;  227029.348283;  5569.591166;  8236.525913;  26926.087907;  181436.776115
25590.000000;  14068.655497;  565.360027;  1950.395528;  0.474382;  41892.577534;  1922.222109;  1304.141643;  30490.876565;  -1421.837389;  34.433954;  -1721.221258;  459167.384148;  -5698.886971;  4657.605365;  -28988.022272;  227547.223896;  5578.034374;  8256.350217;  26963.836686;  182431.258548
25620.000000;  14085.443165;  565.795223;  1952.682368;  0.474982;  41945.141643;  1930.429087;  1301.796933;  30574.427396;  -1423.616491;  34.526667;  -1710.622683;  461308.270379;  -5704.300422;  4668.803621;  -29030.588715;  228039.183058;  5586.257516;  8275.281295;  27002.193314;  183403.512965
25650.000000;  14102.246923;  566.270778;  1954.970322;  0.475603;  41997.931041;  1938.478463;  1299.181914;  30654.359648;  -1425.403543;  34.615739;  -1699.203228;  463456.000420;  -5709.629978;  4679.688699;  -29075.352483;  228512.468013;  5594.888026;  8293.638791;  27039.628995;  184324.694322
25680.000000;  14118.947990;  566.771041;  1957.258503;  0.476271;  42050.831427;  1946.392616;  1295.772368;  30728.665096;  -1427.221072;  34.700187;  -1686.822140;  465628.766489;  -5714.629938;  4689.835390;  -29119.203853;  228961.778624;  5603.361036;  8311.070795;  27078.294321;  185333.477960
25710.000000;  14135.667575;  567.268049;  1959.543867;  0.477044;  42103.678500;  1953.864639;  1291.591000;  30804.923828;  -1429.062236;  34.789635;  -1674.447496;  467844.918613;  -5719.347449;  4700.336291;  -29160.809898;  229450.752197;  5611.425582;  8329.903491;  27118.239446;  186357.217291
25740.000000;  14152.337402;  567.955999;  1961.829890;  0.477879;  42156.553597;  1961.758868;  1287.609307;  30884.055256;  -1430.899226;  34.883742;  -1660.877058;  470078.184961;  -5724.118694;  4711.349682;  -29202.221872;  229940.571998;  5619.464325;  8348.690163;  27159.677671;  187419.191921
25770.000000;  14169.007663;  568.575430;  1964.116621;  0.478704;  42209.406334;  1969.503822;  1283.480173;  30964.763842;  -1432.741837;  34.980285;  -1647.895471;  472281.007786;  -5728.836240;  4722.549395;  -29243.563194;  230517.137368;  5627.485504;  8370.449941;  27200.459552;  188471.963711
25800.000000;  14185.721927;  569.293621;  1966.402879;  0.479585;  42262.344648;  1978.321450;  1279.284867;  31052.921732;  -1434.584938;  35.084305;  -1636.758457;  474568.534087;  -5733.544606;  4734.845964;  -29284.613806;  231091.026399;  5635.440258;  8392.213233;  27239.692774;  189526.178315
25830.000000;  14202.536742;  569.995773;  1968.687301;  0.480318;  42315.228823;  1986.501712;  1275.024771;  31130.912435;  -1436.424849;  35.180697;  -1622.915344;  476883.131856;  -5738.266701;  4746.084841;  -29325.854044;  231645.712323;  5643.449973;  8413.307859;  27281.466673;  190625.628657
25860.000000;  14219.391883;  570.703819;  1970.976211;  0.480870;  42368.097114;  1994.766597;  1270.227392;  31210.457944;  -1438.284945;  35.279670;  -1609.463522;  479263.930707;  -5742.812142;  4757.508439;  -29368.116789;  232135.836955;  5651.642341;  8432.248225;  27321.657543;  191757.191138
25890.000000;  14236.202845;  571.371712;  1973.267459;  0.481416;  42421.133866;  2003.726372;  1264.985826;  31280.606268;  -1440.162448;  35.365962;  -1596.705696;  481750.433145;  -5747.185955;  4767.577666;  -29411.894124;  232632.886063;  5660.105865;  8451.473540;  27359.747637;  192982.326992
25920.000000;  14253.041169;  572.119752;  1975.558441;  0.482053;  42474.173541;  2012.928944;  1260.099536;  31357.830309;  -1442.026197;  35.459795;  -1581.609955;  484264.501651;  -5751.703336;  4778.668841;  -29456.837539;  233157.207671;  5668.799376;  8471.622729;  27399.495036;  194235.517285
25950.000000;  14269.808757;  572.948947;  1977.848602;  0.482650;  42527.253547;  2022.271364;  1255.806502;  31443.303951;  -1443.872087;  35.563604;  -1567.816183;  486612.755760;  -5756.409535;  4791.036866;  -29501.502404;  233628.841806;  5677.432518;  8489.838445;  27438.549718;  195377.713231
25980.000000;  14286.543375;  573.881321;  1980.136610;  0.483252;  42580.390425;  2030.271293;  1251.876490;  31533.232193;  -1445.705095;  35.674567;  -1553.384283;  488995.055536;  -5761.234687;  4804.150448;  -29545.909648;  234203.591645;  5686.024220;  8511.608554;  27478.737406;  196570.233862
26010.000000;  14303.230914;  574.840000;  1982.426253;  0.483655;  42633.559606;  2038.615931;  1247.939224;  31617.837604;  -1447.541832;  35.781479;  -1540.480121;  491345.806846;  -5766.038573;  4816.825858;  -29589.923504;  234800.144519;  5694.532877;  8534.012212;  27517.704845;  197781.932975
26040.000000;  14319.951387;  575.820996;  1984.712575;  0.483879;  42686.334667;  2046.513811;  1244.057093;  31702.058295;  -1449.372926;  35.883711;  -1527.200521;  493738.339275;  -5770.871239;  4829.171493;  -29633.102850;  235367.363976;  5702.889750;  8555.512384;  27557.397937;  198981.512179
26070.000000;  14336.743225;  576.880249;  1986.999281;  0.484170;  42739.071112;  2054.488695;  1239.432385;  31776.152083;  -1451.226714;  35.972258;  -1514.696184;  496034.003749;  -5775.459227;  4840.164234;  -29676.089884;  235883.231917;  5711.205385;  8575.169438;  27595.979379;  200149.641829
26100.000000;  14353.493399;  577.955941;  1989.284382;  0.484250;  42791.680265;  2062.903167;  1235.130482;  31853.213110;  -1453.070417;  36.065396;  -1502.676067;  498296.008940;  -5780.145022;  4851.639066;  -29717.947182;  236347.542431;  5719.311007;  8592.927923;  27635.060846;  201341.798166
26130.000000;  14370.373617;  579.073958;  1991.567648;  0.484579;  42844.524268;  2071.221216;  1231.463242;  31924.848400;  -1454.887550;  36.150908;  -1491.525740;  500512.248118;  -5785.105946;  4862.309487;  -29759.084899;  236741.324252;  5727.280963;  8608.185210;  27674.605601;  202529.069002
26160.000000;  14387.171101;  580.218634;  1993.855354;  0.484795;  42897.379227;  2079.470182;  1227.677142;  31994.355571;  -1456.716412;  36.232147;  -1480.621058;  502885.634193;  -5789.990147;  4872.654263;  -29799.327363;  237167.521673;  5735.086427;  8624.933661;  27714.514271;  203664.558648
26190.000000;  14404.018505;  581.361960;  1996.137916;  0.485142;  42950.496438;  2088.674617;  1223.299324;  32044.550161;  -1458.556550;  36.292001;  -1470.867717;  505304.956820;  -5794.685604;  4880.451638;  -29841.680233;  237639.558353;  5743.268502;  8643.335344;  27751.430582;  204809.428650
26220.000000;  14420.827725;  582.445992;  1998.418411;  0.485390;  43003.595089;  2097.365532;  1218.768816;  32090.609756;  -1460.401346;  36.348017;  -1462.196073;  507590.717084;  -5799.309455;  4887.705350;  -29883.454341;  238123.233773;  5751.336903;  8661.986501;  27787.585728;  205872.378729
26250.000000;  14437.811458;  583.575334;  2000.697070;  0.485590;  43056.611752;  2106.161103;  1214.080495;  32144.256569;  -1462.241611;  36.415793;  -1452.713387;  509809.218915;  -5803.951112;  4896.189012;  -29928.264673;  238660.599456;  5759.962658;  8682.441939;  27821.992649;  206891.629904
26280.000000;  14454.758110;  584.642913;  2002.975568;  0.485836;  43109.426254;  2114.508410;  1209.679427;  32203.257374;  -1464.073545;  36.491161;  -1443.362732;  512061.650774;  -5808.683229;  4905.634046;  -29972.956213;  239206.121819;  5768.564243;  8703.167890;  27856.327884;  207933.008184
26310.000000;  14471.611114;  585.619080;  2005.254544;  0.486040;  43162.327087;  2122.866440;  1204.557592;  32241.975730;  -1465.932180;  36.543289;  -1433.493059;  514272.828526;  -5813.122983;  4912.309669;  -30018.582976;  239693.645537;  5777.340449;  8721.689982;  27889.959588;  209042.435855
26340.000000;  14488.433563;  586.634071;  2007.531286;  0.486213;  43215.309480;  2130.612081;  1199.799567;  32276.598717;  -1467.777791;  36.592990;  -1425.968093;  516435.045634;  -5817.682866;  4918.649243;  -30063.955079;  240173.427334;  5786.052883;  8739.993457;  27921.742951;  210050.770624
26370.000000;  14505.322750;  587.716857;  2009.805707;  0.486532;  43268.408088;  2138.438397;  1195.416867;  32310.223681;  -1469.606561;  36.642436;  -1417.339857;  518591.552496;  -5822.402882;  4924.807298;  -30109.191985;  240591.725948;  5794.750179;  8756.038612;  27955.162307;  211106.990329
26400.000000;  14522.239820;  588.833241;  2012.078691;  0.486846;  43321.275729;  2145.923144;  1190.767578;  32348.817252;  -1471.441120;  36.699116;  -1409.214651;  520659.091830;  -5827.039816;  4931.723228;  -30155.378250;  241021.960909;  5803.614310;  8772.497083;  27986.902290;  212080.278522
26430.000000;  14539.210792;  589.961051;  2014.350180;  0.487038;  43374.333507;  2152.384951;  1185.637250;  32375.005361;  -1473.288450;  36.741786;  -1401.523288;  522630.300030;  -5831.520644;  4936.913684;  -30201.338047;  241479.241993;  5812.435404;  8789.899776;  28018.296704;  212953.011431
26460.000000;  14556.261473;  591.079362;  2016.619921;  0.487220;  43427.420247;  2159.189067;  1180.238347;  32402.961218;  -1475.140205;  36.789042;  -1394.733385;  524676.175891;  -5835.933257;  4942.531031;  -30247.407414;  242004.250103;  5821.269663;  8809.695552;  28048.595390;  213859.863413
26490.000000;  14573.359941;  591.997591;  2018.892425;  0.487257;  43480.546446;  2166.047525;  1173.657066;  32431.556153;  -1477.033741;  36.833628;  -1388.183879;  526616.031239;  -5839.924991;  4948.110713;  -30291.267156;  242447.445097;  5829.700854;  8826.567399;  28079.746966;  214712.049565
26520.000000;  14590.379504;  592.948321;  2021.162864;  0.487301;  43533.584197;  2173.421046;  1167.691216;  32463.917279;  -1478.905839;  36.885778;  -1380.667887;  528441.474896;  -5844.120759;  4954.381713;  -30337.467285;  242867.108784;  5838.564109;  8842.466572;  28110.220120;  215535.906053
26550.000000;  14607.324730;  593.894789;  2023.435365;  0.487216;  43586.695808;  2180.549019;  1161.954080;  32499.090641;  -1480.773822;  36.943436;  -1373.572984;  530198.973263;  -5848.378602;  4961.150470;  -30385.211944;  243268.878454;  5847.705338;  8857.842718;  28139.177971;  216240.146429
